ID,Imperor,Image_path_av,Image_path_rev,meta,bbox_av_face,bbox_rev_img,URL
428,Theodosius I,images\428_obv_Theodosius I.jpg,images\428_rev_Theodosius I.jpg,jsons\428_Theodosius I.json,"[88, 84, 235, 282]",,https://numismatics.org/collection/1944.100.54778
429,Theodosius I,images\429_obv_Theodosius I.jpg,images\429_rev_Theodosius I.jpg,jsons\429_Theodosius I.json,"[88, 52, 247, 296]",,https://numismatics.org/collection/1944.100.54779
430,Theodosius I,images\430_obv_Theodosius I.jpg,images\430_rev_Theodosius I.jpg,jsons\430_Theodosius I.json,"[72, 58, 196, 269]",,https://numismatics.org/collection/1944.100.54783
431,Theodosius I,images\431_obv_Theodosius I.jpg,images\431_rev_Theodosius I.jpg,jsons\431_Theodosius I.json,"[88, 89, 215, 267]",,https://numismatics.org/collection/1944.100.54784
432,Theodosius I,images\432_obv_Theodosius I.jpg,images\432_rev_Theodosius I.jpg,jsons\432_Theodosius I.json,"[35.80793380737305, 15.05724811553955, 263.5455322265625, 273.3289489746094]",,https://numismatics.org/collection/1944.100.54786
433,Theodosius I,images\433_obv_Theodosius I.jpg,images\433_rev_Theodosius I.jpg,jsons\433_Theodosius I.json,"[97, 72, 211, 291]",,https://numismatics.org/collection/1944.100.54787
434,Theodosius I,images\434_obv_Theodosius I.jpg,images\434_rev_Theodosius I.jpg,jsons\434_Theodosius I.json,"[64, 53, 215, 279]",,https://numismatics.org/collection/1944.100.25603
435,Theodosius I,images\435_obv_Theodosius I.jpg,images\435_rev_Theodosius I.jpg,jsons\435_Theodosius I.json,"[58, 21, 229, 268]",,https://numismatics.org/collection/1944.100.25325
436,Theodosius I,images\436_obv_Theodosius I.jpg,images\436_rev_Theodosius I.jpg,jsons\436_Theodosius I.json,"[73, 52, 226, 283]",,https://numismatics.org/collection/1944.100.25605
437,Theodosius I,images\437_obv_Theodosius I.jpg,images\437_rev_Theodosius I.jpg,jsons\437_Theodosius I.json,"[64, 34, 234, 283]",,https://numismatics.org/collection/1944.100.25328
438,Theodosius I,images\438_obv_Theodosius I.jpg,images\438_rev_Theodosius I.jpg,jsons\438_Theodosius I.json,"[72, 36, 246, 274]",,https://numismatics.org/collection/1944.100.25614
439,Theodosius I,images\439_obv_Theodosius I.jpg,images\439_rev_Theodosius I.jpg,jsons\439_Theodosius I.json,"[52, 52, 230, 288]",,https://numismatics.org/collection/1944.100.25340
440,Theodosius I,images\440_obv_Theodosius I.jpg,images\440_rev_Theodosius I.jpg,jsons\440_Theodosius I.json,"[55, 29, 225, 286]",,https://numismatics.org/collection/1944.100.25659
441,Theodosius I,images\441_obv_Theodosius I.jpg,images\441_rev_Theodosius I.jpg,jsons\441_Theodosius I.json,"[71, 47, 236, 284]",,https://numismatics.org/collection/1944.100.25661
442,Theodosius I,images\442_obv_Theodosius I.jpg,images\442_rev_Theodosius I.jpg,jsons\442_Theodosius I.json,"[64, 25, 239, 268]",,https://numismatics.org/collection/1944.100.25664
443,Theodosius I,images\443_obv_Theodosius I.jpg,images\443_rev_Theodosius I.jpg,jsons\443_Theodosius I.json,"[69, 45, 232, 275]",,https://numismatics.org/collection/1944.100.25665
444,Theodosius I,images\444_obv_Theodosius I.jpg,images\444_rev_Theodosius I.jpg,jsons\444_Theodosius I.json,"[60, 42, 227, 282]",,https://numismatics.org/collection/1944.100.25667
445,Theodosius I,images\445_obv_Theodosius I.jpg,images\445_rev_Theodosius I.jpg,jsons\445_Theodosius I.json,"[56, 35, 236, 275]",,https://numismatics.org/collection/1944.100.25669
446,Theodosius I,images\446_obv_Theodosius I.jpg,images\446_rev_Theodosius I.jpg,jsons\446_Theodosius I.json,"[60, 46, 214, 284]",,https://numismatics.org/collection/1944.100.25685
447,Theodosius I,images\447_obv_Theodosius I.jpg,images\447_rev_Theodosius I.jpg,jsons\447_Theodosius I.json,"[71, 38, 219, 267]",,https://numismatics.org/collection/1944.100.25404
448,Theodosius I,images\448_obv_Theodosius I.jpg,images\448_rev_Theodosius I.jpg,jsons\448_Theodosius I.json,"[73, 41, 232, 269]",,https://numismatics.org/collection/1944.100.25691
449,Theodosius I,images\449_obv_Theodosius I.jpg,images\449_rev_Theodosius I.jpg,jsons\449_Theodosius I.json,"[71, 52, 217, 279]",,https://numismatics.org/collection/1944.100.25697
450,Theodosius I,images\450_obv_Theodosius I.jpg,images\450_rev_Theodosius I.jpg,jsons\450_Theodosius I.json,"[60, 42, 232, 269]",,https://numismatics.org/collection/1944.100.25699
451,Theodosius I,images\451_obv_Theodosius I.jpg,images\451_rev_Theodosius I.jpg,jsons\451_Theodosius I.json,"[69, 32, 238, 273]",,https://numismatics.org/collection/1944.100.25701
452,Theodosius I,images\452_obv_Theodosius I.jpg,images\452_rev_Theodosius I.jpg,jsons\452_Theodosius I.json,"[64, 44, 219, 273]",,https://numismatics.org/collection/1944.100.25709
453,Theodosius I,images\453_obv_Theodosius I.jpg,images\453_rev_Theodosius I.jpg,jsons\453_Theodosius I.json,"[60, 54, 207, 279]",,https://numismatics.org/collection/1944.100.25711
454,Theodosius I,images\454_obv_Theodosius I.jpg,images\454_rev_Theodosius I.jpg,jsons\454_Theodosius I.json,"[39.873130798339844, 30.834901809692383, 260.5089416503906, 293.9476013183594]",,https://numismatics.org/collection/1944.100.25717
455,Theodosius I,images\455_obv_Theodosius I.jpg,images\455_rev_Theodosius I.jpg,jsons\455_Theodosius I.json,"[0.0, 65.22419738769531, 219.218505859375, 288.12371826171875]",,https://numismatics.org/collection/1944.100.25719
456,Theodosius I,images\456_obv_Theodosius I.jpg,images\456_rev_Theodosius I.jpg,jsons\456_Theodosius I.json,"[34, 26, 211, 273]",,https://numismatics.org/collection/1944.100.25721
457,Theodosius I,images\457_obv_Theodosius I.jpg,images\457_rev_Theodosius I.jpg,jsons\457_Theodosius I.json,"[78, 42, 246, 265]",,https://numismatics.org/collection/1944.100.25438
458,Theodosius I,images\458_obv_Theodosius I.jpg,images\458_rev_Theodosius I.jpg,jsons\458_Theodosius I.json,"[62, 36, 239, 274]",,https://numismatics.org/collection/1944.100.25727
459,Theodosius I,images\459_obv_Theodosius I.jpg,images\459_rev_Theodosius I.jpg,jsons\459_Theodosius I.json,"[47, 34, 214, 269]",,https://numismatics.org/collection/1944.100.25443
460,Theodosius I,images\460_obv_Theodosius I.jpg,images\460_rev_Theodosius I.jpg,jsons\460_Theodosius I.json,"[65, 75, 222, 304]",,https://numismatics.org/collection/1944.100.25731
461,Theodosius I,images\461_obv_Theodosius I.jpg,images\461_rev_Theodosius I.jpg,jsons\461_Theodosius I.json,"[69, 61, 224, 281]",,https://numismatics.org/collection/1944.100.25756
462,Theodosius I,images\462_obv_Theodosius I.jpg,images\462_rev_Theodosius I.jpg,jsons\462_Theodosius I.json,"[85, 37, 211, 243]",,https://numismatics.org/collection/1944.100.25758
463,Theodosius I,images\463_obv_Theodosius I.jpg,images\463_rev_Theodosius I.jpg,jsons\463_Theodosius I.json,"[85.87025451660156, 37.97772979736328, 257.8616943359375, 287.6283264160156]",,https://numismatics.org/collection/1944.100.25760
464,Theodosius I,images\464_obv_Theodosius I.jpg,images\464_rev_Theodosius I.jpg,jsons\464_Theodosius I.json,"[70, 55, 217, 280]",,https://numismatics.org/collection/1944.100.25762
465,Theodosius I,images\465_obv_Theodosius I.jpg,images\465_rev_Theodosius I.jpg,jsons\465_Theodosius I.json,"[29.30791664123535, 50.630889892578125, 255.54592895507812, 294.2055969238281]",,https://numismatics.org/collection/1944.100.25764
466,Theodosius I,images\466_obv_Theodosius I.jpg,images\466_rev_Theodosius I.jpg,jsons\466_Theodosius I.json,"[57.18455123901367, 24.525087356567383, 279.8246765136719, 292.1029968261719]",,https://numismatics.org/collection/1944.100.25483
467,Theodosius I,images\467_obv_Theodosius I.jpg,images\467_rev_Theodosius I.jpg,jsons\467_Theodosius I.json,"[20.559080123901367, 29.997594833374023, 264.6739501953125, 285.0340576171875]",,https://numismatics.org/collection/1944.100.25772
468,Theodosius I,images\468_obv_Theodosius I.jpg,images\468_rev_Theodosius I.jpg,jsons\468_Theodosius I.json,"[99.43547058105469, 54.407718658447266, 265.7218933105469, 294.3019714355469]",,https://numismatics.org/collection/1944.100.25775
469,Theodosius I,images\469_obv_Theodosius I.jpg,images\469_rev_Theodosius I.jpg,jsons\469_Theodosius I.json,"[25.964353561401367, 44.781795501708984, 226.83462524414062, 283.1007385253906]",,https://numismatics.org/collection/1944.100.25777
470,Theodosius I,images\470_obv_Theodosius I.jpg,images\470_rev_Theodosius I.jpg,jsons\470_Theodosius I.json,"[45.32283401489258, 13.964194297790527, 288.75048828125, 289.3870544433594]",,https://numismatics.org/collection/1944.100.25511
471,Theodosius I,images\471_obv_Theodosius I.jpg,images\471_rev_Theodosius I.jpg,jsons\471_Theodosius I.json,"[20.30276107788086, 23.8343505859375, 249.21136474609375, 295.8328552246094]",,https://numismatics.org/collection/1944.100.25796
472,Theodosius I,images\472_obv_Theodosius I.jpg,images\472_rev_Theodosius I.jpg,jsons\472_Theodosius I.json,"[31.583574295043945, 50.630210876464844, 256.08111572265625, 285.70819091796875]",,https://numismatics.org/collection/1944.100.25513
473,Theodosius I,images\473_obv_Theodosius I.jpg,images\473_rev_Theodosius I.jpg,jsons\473_Theodosius I.json,"[73, 49, 220, 273]",,https://numismatics.org/collection/1944.100.25514
474,Theodosius I,images\474_obv_Theodosius I.jpg,images\474_rev_Theodosius I.jpg,jsons\474_Theodosius I.json,"[44.10624313354492, 57.137123107910156, 281.3765869140625, 287.0860900878906]",,https://numismatics.org/collection/1944.100.25516
475,Theodosius I,images\475_obv_Theodosius I.jpg,images\475_rev_Theodosius I.jpg,jsons\475_Theodosius I.json,"[32.12230682373047, 30.849578857421875, 272.0616455078125, 288.76837158203125]",,https://numismatics.org/collection/1944.100.25517
476,Theodosius I,images\476_obv_Theodosius I.jpg,images\476_rev_Theodosius I.jpg,jsons\476_Theodosius I.json,"[85.70305633544922, 33.815860748291016, 240.2625732421875, 268.7702331542969]",,https://numismatics.org/collection/1944.100.25518
477,Theodosius I,images\477_obv_Theodosius I.jpg,images\477_rev_Theodosius I.jpg,jsons\477_Theodosius I.json,"[64, 43, 220, 265]",,https://numismatics.org/collection/1944.100.25803
478,Theodosius I,images\478_obv_Theodosius I.jpg,images\478_rev_Theodosius I.jpg,jsons\478_Theodosius I.json,"[33, 63, 235, 284]",,https://numismatics.org/collection/1944.100.25805
479,Theodosius I,images\479_obv_Theodosius I.jpg,images\479_rev_Theodosius I.jpg,jsons\479_Theodosius I.json,"[65, 38, 215, 283]",,https://numismatics.org/collection/1944.100.25524
480,Theodosius I,images\480_obv_Theodosius I.jpg,images\480_rev_Theodosius I.jpg,jsons\480_Theodosius I.json,"[57, 46, 226, 264]",,https://numismatics.org/collection/1944.100.25808
481,Theodosius I,images\481_obv_Theodosius I.jpg,images\481_rev_Theodosius I.jpg,jsons\481_Theodosius I.json,"[45.45911407470703, 39.42372131347656, 265.4759826660156, 282.2313537597656]",,https://numismatics.org/collection/1944.100.25526
482,Theodosius I,images\482_obv_Theodosius I.jpg,images\482_rev_Theodosius I.jpg,jsons\482_Theodosius I.json,"[27.7324161529541, 31.392744064331055, 264.7544860839844, 294.652587890625]",,https://numismatics.org/collection/1944.100.25527
483,Theodosius I,images\483_obv_Theodosius I.jpg,images\483_rev_Theodosius I.jpg,jsons\483_Theodosius I.json,"[43.29899978637695, 37.85121536254883, 262.150146484375, 292.199462890625]",,https://numismatics.org/collection/1944.100.25811
484,Theodosius I,images\484_obv_Theodosius I.jpg,images\484_rev_Theodosius I.jpg,jsons\484_Theodosius I.json,"[74, 45, 226, 280]",,https://numismatics.org/collection/1944.100.25813
485,Theodosius I,images\485_obv_Theodosius I.jpg,images\485_rev_Theodosius I.jpg,jsons\485_Theodosius I.json,"[77, 103, 239, 283]",,https://numismatics.org/collection/1944.100.25819
486,Theodosius I,images\486_obv_Theodosius I.jpg,images\486_rev_Theodosius I.jpg,jsons\486_Theodosius I.json,"[55, 68, 199, 254]",,https://numismatics.org/collection/1944.100.25824
487,Theodosius I,images\487_obv_Theodosius I.jpg,images\487_rev_Theodosius I.jpg,jsons\487_Theodosius I.json,"[63, 67, 203, 285]",,https://numismatics.org/collection/1944.100.25826
488,Theodosius I,images\488_obv_Theodosius I.jpg,images\488_rev_Theodosius I.jpg,jsons\488_Theodosius I.json,"[66, 97, 219, 270]",,https://numismatics.org/collection/1944.100.25828
489,Theodosius I,images\489_obv_Theodosius I.jpg,images\489_rev_Theodosius I.jpg,jsons\489_Theodosius I.json,"[73, 73, 256, 271]",,https://numismatics.org/collection/1944.100.25832
490,Theodosius I,images\490_obv_Theodosius I.jpg,images\490_rev_Theodosius I.jpg,jsons\490_Theodosius I.json,"[20.314319610595703, 70.15888977050781, 248.62693786621094, 282.7828369140625]",,https://numismatics.org/collection/1944.100.25834
491,Theodosius I,images\491_obv_Theodosius I.jpg,images\491_rev_Theodosius I.jpg,jsons\491_Theodosius I.json,"[62, 51, 247, 229]",,https://numismatics.org/collection/1944.100.25553
492,Theodosius I,images\492_obv_Theodosius I.jpg,images\492_rev_Theodosius I.jpg,jsons\492_Theodosius I.json,"[60, 29, 263, 266]",,https://numismatics.org/collection/1944.100.25863
493,Theodosius I,images\493_obv_Theodosius I.jpg,images\493_rev_Theodosius I.jpg,jsons\493_Theodosius I.json,"[37.79545593261719, 32.065284729003906, 257.057861328125, 289.4112243652344]",,https://numismatics.org/collection/1944.100.25580
494,Theodosius I,images\494_obv_Theodosius I.jpg,images\494_rev_Theodosius I.jpg,jsons\494_Theodosius I.json,"[30.813880920410156, 37.14540100097656, 251.20864868164062, 294.64874267578125]",,https://numismatics.org/collection/1944.100.25865
495,Theodosius I,images\495_obv_Theodosius I.jpg,images\495_rev_Theodosius I.jpg,jsons\495_Theodosius I.json,"[41.60553741455078, 31.06767463684082, 264.880859375, 285.11444091796875]",,https://numismatics.org/collection/1944.100.25582
496,Theodosius I,images\496_obv_Theodosius I.jpg,images\496_rev_Theodosius I.jpg,jsons\496_Theodosius I.json,"[31.131275177001953, 50.255897521972656, 271.7452087402344, 289.075927734375]",,https://numismatics.org/collection/1944.100.25867
497,Theodosius I,images\497_obv_Theodosius I.jpg,images\497_rev_Theodosius I.jpg,jsons\497_Theodosius I.json,"[38.16532897949219, 51.38563537597656, 261.36602783203125, 286.607666015625]",,https://numismatics.org/collection/1944.100.25869
498,Theodosius I,images\498_obv_Theodosius I.jpg,images\498_rev_Theodosius I.jpg,jsons\498_Theodosius I.json,"[30.311134338378906, 52.4964714050293, 265.7196044921875, 291.6727294921875]",,https://numismatics.org/collection/1944.100.25871
499,Theodosius I,images\499_obv_Theodosius I.jpg,images\499_rev_Theodosius I.jpg,jsons\499_Theodosius I.json,"[66, 56, 236, 257]",,https://numismatics.org/collection/1944.100.25594
500,Theodosius I,images\500_obv_Theodosius I.jpg,images\500_rev_Theodosius I.jpg,jsons\500_Theodosius I.json,"[63, 41, 243, 263]",,https://numismatics.org/collection/1944.100.25595
501,Theodosius I,images\501_obv_Theodosius I.jpg,images\501_rev_Theodosius I.jpg,jsons\501_Theodosius I.json,"[64, 65, 235, 270]",,https://numismatics.org/collection/1944.100.25597
502,Theodosius I,images\502_obv_Theodosius I.jpg,images\502_rev_Theodosius I.jpg,jsons\502_Theodosius I.json,"[54, 41, 249, 257]",,https://numismatics.org/collection/1944.100.25598
503,Theodosius I,images\503_obv_Theodosius I.jpg,images\503_rev_Theodosius I.jpg,jsons\503_Theodosius I.json,"[39.5235710144043, 32.2551155090332, 258.4313049316406, 286.88385009765625]",,https://numismatics.org/collection/1944.100.25601
504,Theodosius I,images\504_obv_Theodosius I.jpg,images\504_rev_Theodosius I.jpg,jsons\504_Theodosius I.json,"[71, 36, 229, 271]",,https://numismatics.org/collection/1946.51.120
505,Theodosius I,images\505_obv_Theodosius I.jpg,images\505_rev_Theodosius I.jpg,jsons\505_Theodosius I.json,"[69, 53, 223, 274]",,https://numismatics.org/collection/1954.241.11
506,Theodosius I,images\506_obv_Theodosius I.jpg,images\506_rev_Theodosius I.jpg,jsons\506_Theodosius I.json,"[39.29862976074219, 64.50536346435547, 270.04058837890625, 280.79132080078125]",,https://numismatics.org/collection/1948.4.71
507,Theodosius I,images\507_obv_Theodosius I.jpg,images\507_rev_Theodosius I.jpg,jsons\507_Theodosius I.json,"[66, 66, 233, 275]",,https://numismatics.org/collection/1923.157.5
508,Theodosius I,images\508_obv_Theodosius I.jpg,images\508_rev_Theodosius I.jpg,jsons\508_Theodosius I.json,"[84, 79, 231, 273]",,https://numismatics.org/collection/1924.150.8
509,Theodosius I,images\509_obv_Theodosius I.jpg,images\509_rev_Theodosius I.jpg,jsons\509_Theodosius I.json,"[43.96576690673828, 32.555809020996094, 264.3962707519531, 298.02850341796875]",,https://numismatics.org/collection/1906.236.76
510,Theodosius I,images\510_obv_Theodosius I.jpg,images\510_rev_Theodosius I.jpg,jsons\510_Theodosius I.json,"[54, 34, 234, 277]",,https://numismatics.org/collection/1906.236.77
511,Theodosius I,images\511_obv_Theodosius I.jpg,images\511_rev_Theodosius I.jpg,jsons\511_Theodosius I.json,"[49, 45, 222, 270]",,https://numismatics.org/collection/1905.57.181
512,Theodosius I,images\512_obv_Theodosius I.jpg,images\512_rev_Theodosius I.jpg,jsons\512_Theodosius I.json,"[71, 54, 235, 250]",,https://numismatics.org/collection/1905.57.182
513,Theodosius I,images\513_obv_Theodosius I.jpg,images\513_rev_Theodosius I.jpg,jsons\513_Theodosius I.json,"[87, 44, 231, 268]",,https://numismatics.org/collection/1905.57.185
514,Theodosius I,images\514_obv_Theodosius I.jpg,images\514_rev_Theodosius I.jpg,jsons\514_Theodosius I.json,"[70, 67, 225, 264]",,https://numismatics.org/collection/1925.176.121
515,Theodosius I,images\515_obv_Theodosius I.jpg,images\515_rev_Theodosius I.jpg,jsons\515_Theodosius I.json,"[67, 44, 244, 276]",,https://numismatics.org/collection/1926.125.6
516,Theodosius I,images\516_obv_Theodosius I.jpg,images\516_rev_Theodosius I.jpg,jsons\516_Theodosius I.json,"[76, 52, 248, 272]",,https://numismatics.org/collection/1928.999.122
517,Theodosius I,images\517_obv_Theodosius I.jpg,images\517_rev_Theodosius I.jpg,jsons\517_Theodosius I.json,"[76, 68, 240, 261]",,https://numismatics.org/collection/1929.115.6
518,Theodosius I,images\518_obv_Theodosius I.jpg,images\518_rev_Theodosius I.jpg,jsons\518_Theodosius I.json,"[75, 62, 214, 279]",,https://numismatics.org/collection/1954.94.5
519,Theodosius I,images\519_obv_Theodosius I.jpg,images\519_rev_Theodosius I.jpg,jsons\519_Theodosius I.json,"[54, 62, 221, 260]",,https://numismatics.org/collection/1956.28.102
520,Theodosius I,images\520_obv_Theodosius I.jpg,images\520_rev_Theodosius I.jpg,jsons\520_Theodosius I.json,"[72, 39, 234, 248]",,https://numismatics.org/collection/1956.28.99
521,Theodosius I,images\521_obv_Theodosius I.jpg,images\521_rev_Theodosius I.jpg,jsons\521_Theodosius I.json,"[71, 37, 234, 262]",,https://numismatics.org/collection/1967.153.70
522,Theodosius I,images\522_obv_Theodosius I.jpg,images\522_rev_Theodosius I.jpg,jsons\522_Theodosius I.json,"[61, 49, 250, 287]",,https://numismatics.org/collection/1942.23.1153
523,Theodosius I,images\523_obv_Theodosius I.jpg,images\523_rev_Theodosius I.jpg,jsons\523_Theodosius I.json,"[61, 37, 245, 277]",,https://numismatics.org/collection/1917.217.11
524,Theodosius I,images\524_obv_Theodosius I.jpg,images\524_rev_Theodosius I.jpg,jsons\524_Theodosius I.json,"[57, 69, 221, 285]",,https://numismatics.org/collection/1947.97.197
525,Theodosius I,images\525_obv_Theodosius I.jpg,images\525_rev_Theodosius I.jpg,jsons\525_Theodosius I.json,"[73, 63, 225, 267]",,https://numismatics.org/collection/1947.99.31
526,Theodosius I,images\526_obv_Theodosius I.jpg,images\526_rev_Theodosius I.jpg,jsons\526_Theodosius I.json,"[64, 40, 219, 275]",,https://numismatics.org/collection/1977.158.951
527,Theodosius I,images\527_obv_Theodosius I.jpg,images\527_rev_Theodosius I.jpg,jsons\527_Theodosius I.json,"[69, 53, 223, 270]",,https://numismatics.org/collection/1977.158.953
528,Theodosius I,images\528_obv_Theodosius I.jpg,images\528_rev_Theodosius I.jpg,jsons\528_Theodosius I.json,"[62, 41, 224, 255]",,https://numismatics.org/collection/1977.158.955
529,Theodosius I,images\529_obv_Theodosius I.jpg,images\529_rev_Theodosius I.jpg,jsons\529_Theodosius I.json,"[81, 55, 229, 266]",,https://numismatics.org/collection/1978.217.13
530,Theodosius I,images\530_obv_Theodosius I.jpg,images\530_rev_Theodosius I.jpg,jsons\530_Theodosius I.json,"[48, 19, 209, 254]",,https://numismatics.org/collection/1978.217.4
531,Theodosius I,images\531_obv_Theodosius I.jpg,images\531_rev_Theodosius I.jpg,jsons\531_Theodosius I.json,"[69, 44, 231, 253]",,https://numismatics.org/collection/1977.158.952
532,Theodosius I,images\532_obv_Theodosius I.jpg,images\532_rev_Theodosius I.jpg,jsons\532_Theodosius I.json,"[83.31098937988281, 40.685516357421875, 242.18197631835938, 287.8180847167969]",,https://numismatics.org/collection/1977.158.954
533,Theodosius I,images\533_obv_Theodosius I.jpg,images\533_rev_Theodosius I.jpg,jsons\533_Theodosius I.json,"[74, 38, 221, 265]",,https://numismatics.org/collection/1977.158.956
534,Theodosius I,images\534_obv_Theodosius I.jpg,images\534_rev_Theodosius I.jpg,jsons\534_Theodosius I.json,"[108.34066772460938, 54.88039779663086, 264.1244201660156, 296.409912109375]",,https://numismatics.org/collection/1978.217.2
535,Theodosius I,images\535_obv_Theodosius I.jpg,images\535_rev_Theodosius I.jpg,jsons\535_Theodosius I.json,"[83.90836334228516, 22.435253143310547, 261.1838073730469, 276.3735656738281]",,https://numismatics.org/collection/1978.217.3
536,Theodosius I,images\536_obv_Theodosius I.jpg,images\536_rev_Theodosius I.jpg,jsons\536_Theodosius I.json,"[87, 53, 242, 259]",,https://numismatics.org/collection/1976.136.18
537,Theodosius I,images\537_obv_Theodosius I.jpg,images\537_rev_Theodosius I.jpg,jsons\537_Theodosius I.json,"[96, 52, 248, 272]",,https://numismatics.org/collection/1976.136.19
538,Theodosius I,images\538_obv_Theodosius I.jpg,images\538_rev_Theodosius I.jpg,jsons\538_Theodosius I.json,"[54, 50, 221, 257]",,https://numismatics.org/collection/1976.160.11
539,Theodosius I,images\539_obv_Theodosius I.jpg,images\539_rev_Theodosius I.jpg,jsons\539_Theodosius I.json,"[50, 51, 228, 271]",,https://numismatics.org/collection/0000.999.24010
540,Theodosius I,images\540_obv_Theodosius I||Arcadius.jpg,images\540_rev_Theodosius I||Arcadius.jpg,jsons\540_Theodosius I||Arcadius.json,"[98, 88, 230, 247]",,https://numismatics.org/collection/1944.100.85161
541,Theodosius I,images\541_obv_Theodosius I.jpg,images\541_rev_Theodosius I.jpg,jsons\541_Theodosius I.json,"[76, 17, 217, 249]",,https://numismatics.org/collection/1944.100.85162
542,Theodosius I,images\542_obv_Theodosius I.jpg,images\542_rev_Theodosius I.jpg,jsons\542_Theodosius I.json,"[72, 33, 239, 276]",,https://numismatics.org/collection/1944.100.85165
543,Theodosius I,images\543_obv_Theodosius I.jpg,images\543_rev_Theodosius I.jpg,jsons\543_Theodosius I.json,"[30.00148582458496, 36.10688018798828, 248.7921142578125, 300.0]",,https://numismatics.org/collection/1944.100.25950
544,Theodosius I,images\544_obv_Theodosius I.jpg,images\544_rev_Theodosius I.jpg,jsons\544_Theodosius I.json,"[59, 37, 249, 275]",,https://numismatics.org/collection/1944.100.25951
545,Theodosius I,images\545_obv_Theodosius I.jpg,images\545_rev_Theodosius I.jpg,jsons\545_Theodosius I.json,"[24.459455490112305, 20.98405647277832, 249.29840087890625, 279.4407958984375]",,https://numismatics.org/collection/1944.100.25952
546,Theodosius I,images\546_obv_Theodosius I.jpg,images\546_rev_Theodosius I.jpg,jsons\546_Theodosius I.json,"[60, 33, 228, 274]",,https://numismatics.org/collection/1944.100.25953
547,Theodosius I,images\547_obv_Theodosius I.jpg,images\547_rev_Theodosius I.jpg,jsons\547_Theodosius I.json,"[77, 31, 221, 258]",,https://numismatics.org/collection/1944.100.25954
548,Theodosius I,images\548_obv_Theodosius I.jpg,images\548_rev_Theodosius I.jpg,jsons\548_Theodosius I.json,"[43.60691452026367, 28.278606414794922, 255.2744140625, 277.8142395019531]",,https://numismatics.org/collection/1944.100.25955
549,Theodosius I,images\549_obv_Theodosius I.jpg,images\549_rev_Theodosius I.jpg,jsons\549_Theodosius I.json,"[93.66688537597656, 2.59354567527771, 264.4779052734375, 258.30072021484375]",,https://numismatics.org/collection/1944.100.25966
550,Theodosius I,images\550_obv_Theodosius I.jpg,images\550_rev_Theodosius I.jpg,jsons\550_Theodosius I.json,"[42.73812484741211, 17.130889892578125, 267.9396057128906, 296.38812255859375]",,https://numismatics.org/collection/1944.100.25967
551,Theodosius I,images\551_obv_Theodosius I.jpg,images\551_rev_Theodosius I.jpg,jsons\551_Theodosius I.json,"[21.411029815673828, 34.90467834472656, 259.09747314453125, 286.61151123046875]",,https://numismatics.org/collection/1944.100.25969
552,Theodosius I,images\552_obv_Theodosius I.jpg,images\552_rev_Theodosius I.jpg,jsons\552_Theodosius I.json,"[61.98870086669922, 48.05294418334961, 283.6359558105469, 272.512939453125]",,https://numismatics.org/collection/1944.100.25889
553,Theodosius I,images\553_obv_Theodosius I.jpg,images\553_rev_Theodosius I.jpg,jsons\553_Theodosius I.json,"[27.86647605895996, 15.259722709655762, 266.0491638183594, 293.47369384765625]",,https://numismatics.org/collection/1944.100.25890
554,Theodosius I,images\554_obv_Theodosius I.jpg,images\554_rev_Theodosius I.jpg,jsons\554_Theodosius I.json,"[30.685956954956055, 43.663612365722656, 265.58154296875, 291.3008728027344]",,https://numismatics.org/collection/1944.100.25891
555,Theodosius I,images\555_obv_Theodosius I.jpg,images\555_rev_Theodosius I.jpg,jsons\555_Theodosius I.json,"[17.44182586669922, 28.530548095703125, 262.5394592285156, 283.4999084472656]",,https://numismatics.org/collection/1944.100.25892
556,Theodosius I,images\556_obv_Theodosius I.jpg,images\556_rev_Theodosius I.jpg,jsons\556_Theodosius I.json,"[37.96944046020508, 49.465396881103516, 261.3140869140625, 300.0]",,https://numismatics.org/collection/1944.100.25893
557,Theodosius I,images\557_obv_Theodosius I.jpg,images\557_rev_Theodosius I.jpg,jsons\557_Theodosius I.json,"[71, 21, 242, 268]",,https://numismatics.org/collection/1944.100.25899
558,Theodosius I,images\558_obv_Theodosius I.jpg,images\558_rev_Theodosius I.jpg,jsons\558_Theodosius I.json,"[66, 41, 233, 275]",,https://numismatics.org/collection/1944.100.25900
559,Theodosius I,images\559_obv_Theodosius I.jpg,images\559_rev_Theodosius I.jpg,jsons\559_Theodosius I.json,"[61, 39, 242, 265]",,https://numismatics.org/collection/1944.100.25901
560,Theodosius I,images\560_obv_Theodosius I.jpg,images\560_rev_Theodosius I.jpg,jsons\560_Theodosius I.json,"[73, 51, 239, 276]",,https://numismatics.org/collection/1944.100.25902
561,Theodosius I,images\561_obv_Theodosius I.jpg,images\561_rev_Theodosius I.jpg,jsons\561_Theodosius I.json,"[96, 74, 232, 279]",,https://numismatics.org/collection/1944.100.25904
562,Theodosius I,images\562_obv_Theodosius I.jpg,images\562_rev_Theodosius I.jpg,jsons\562_Theodosius I.json,"[78, 38, 247, 262]",,https://numismatics.org/collection/1944.100.25905
563,Theodosius I,images\563_obv_Theodosius I.jpg,images\563_rev_Theodosius I.jpg,jsons\563_Theodosius I.json,"[70, 36, 250, 287]",,https://numismatics.org/collection/1944.100.25906
