ID,Imperor,Image_path_av,bbox_av_face
2070,Marcus Aurelius,images/2070_obv_Marcus Aurelius.jpg,"[46, 46, 246, 278]"
2071,Marcus Aurelius,images/2071_obv_Marcus Aurelius.jpg,"[81.74317169189453, 1.2301539182662964, 280.1385192871094, 274.2044982910156]"
2072,Marcus Aurelius,images/2072_obv_Lucius Verus__Marcus Aurelius.jpg,"[75, 49, 240, 296]"
2073,Marcus Aurelius,images/2073_obv_Marcus Aurelius__Lucius Verus.jpg,"[66, 48, 231, 258]"
2074,Marcus Aurelius,images/2074_obv_Marcus Aurelius__Lucius Verus.jpg,"[38.18699264526367, 14.436263084411621, 277.5992736816406, 294.60711669921875]"
2075,Marcus Aurelius,images/2075_obv_Marcus Aurelius__Lucius Verus.jpg,"[48, 43, 233, 280]"
2076,Marcus Aurelius,images/2076_obv_Marcus Aurelius__Lucius Verus.jpg,"[65, 25, 234, 279]"
2077,Marcus Aurelius,images/2077_obv_Marcus Aurelius__Lucius Verus.jpg,"[89.32694244384766, 10.2516450881958, 262.2350158691406, 269.3037109375]"
2078,Marcus Aurelius,images/2078_obv_Marcus Aurelius__Lucius Verus.jpg,"[42.28434371948242, 39.60350799560547, 276.3136291503906, 288.4936828613281]"
2079,Marcus Aurelius,images/2079_obv_Marcus Aurelius.jpg,"[78, 31, 253, 281]"
2080,Marcus Aurelius,images/2080_obv_Marcus Aurelius.jpg,"[113.34220123291016, 25.4202938079834, 257.19757080078125, 258.3370666503906]"
2081,Marcus Aurelius,images/2081_obv_Marcus Aurelius.jpg,"[78, 36, 233, 245]"
2082,Marcus Aurelius,images/2082_obv_Marcus Aurelius.jpg,"[42, 24, 237, 267]"
2083,Marcus Aurelius,images/2083_obv_Marcus Aurelius.jpg,"[62, 37, 229, 259]"
2084,Marcus Aurelius,images/2084_obv_Marcus Aurelius.jpg,"[88, 41, 233, 255]"
2085,Marcus Aurelius,images/2085_obv_Marcus Aurelius.jpg,"[67, 33, 225, 278]"
2086,Marcus Aurelius,images/2086_obv_Marcus Aurelius.jpg,"[65, 16, 249, 256]"
2087,Marcus Aurelius,images/2087_obv_Marcus Aurelius.jpg,"[64.55952453613281, 2.8717801570892334, 278.3797912597656, 288.48583984375]"
2088,Marcus Aurelius,images/2088_obv_Marcus Aurelius.jpg,"[84, 9, 242, 290]"
2089,Marcus Aurelius,images/2089_obv_Marcus Aurelius.jpg,"[58, 24, 232, 252]"
2090,Marcus Aurelius,images/2090_obv_Marcus Aurelius.jpg,"[60, 25, 243, 261]"
2091,Marcus Aurelius,images/2091_obv_Marcus Aurelius.jpg,"[100, 30, 253, 272]"
2092,Marcus Aurelius,images/2092_obv_Marcus Aurelius.jpg,"[81, 49, 242, 300]"
2093,Marcus Aurelius,images/2093_obv_Marcus Aurelius.jpg,"[79, 37, 255, 253]"
2094,Marcus Aurelius,images/2094_obv_Marcus Aurelius.jpg,"[53, 50, 234, 280]"
2095,Marcus Aurelius,images/2095_obv_Marcus Aurelius.jpg,"[59, 23, 234, 274]"
2096,Marcus Aurelius,images/2096_obv_Marcus Aurelius.jpg,"[62, 45, 216, 272]"
2097,Marcus Aurelius,images/2097_obv_Marcus Aurelius.jpg,"[75, 25, 238, 252]"
2098,Marcus Aurelius,images/2098_obv_Marcus Aurelius.jpg,"[140.66224670410156, 42.624061584472656, 242.64971923828125, 275.687255859375]"
2099,Marcus Aurelius,images/2099_obv_Marcus Aurelius.jpg,"[64, 17, 221, 247]"
2100,Marcus Aurelius,images/2100_obv_Marcus Aurelius.jpg,"[62, 30, 220, 256]"
2101,Marcus Aurelius,images/2101_obv_Marcus Aurelius.jpg,"[55, 27, 230, 264]"
2102,Marcus Aurelius,images/2102_obv_Marcus Aurelius.jpg,"[70, 36, 250, 264]"
2103,Marcus Aurelius,images/2103_obv_Marcus Aurelius.jpg,"[56, 35, 225, 277]"
2104,Marcus Aurelius,images/2104_obv_Marcus Aurelius.jpg,"[104.25584411621094, 29.87422752380371, 238.50701904296875, 267.98370361328125]"
2105,Marcus Aurelius,images/2105_obv_Marcus Aurelius.jpg,"[59.332862854003906, 27.414520263671875, 265.4378662109375, 271.1356506347656]"
2106,Marcus Aurelius,images/2106_obv_Marcus Aurelius.jpg,"[85, 35, 249, 252]"
2107,Marcus Aurelius,images/2107_obv_Marcus Aurelius.jpg,"[45, 35, 215, 282]"
2108,Marcus Aurelius,images/2108_obv_Marcus Aurelius.jpg,"[31.91336441040039, 49.34663391113281, 245.26031494140625, 293.467529296875]"
2109,Marcus Aurelius,images/2109_obv_Marcus Aurelius.jpg,"[74, 46, 240, 263]"
2110,Marcus Aurelius,images/2110_obv_Marcus Aurelius.jpg,"[65.57490539550781, 23.998516082763672, 252.58221435546875, 276.3285827636719]"
2111,Marcus Aurelius,images/2111_obv_Marcus Aurelius.jpg,"[86, 43, 254, 265]"
2112,Marcus Aurelius,images/2112_obv_Marcus Aurelius.jpg,"[81, 41, 248, 259]"
2113,Marcus Aurelius,images/2113_obv_Marcus Aurelius.jpg,"[67, 23, 232, 262]"
2114,Marcus Aurelius,images/2114_obv_Marcus Aurelius.jpg,"[26.343095779418945, 17.62627410888672, 257.1161804199219, 283.4914245605469]"
2115,Marcus Aurelius,images/2115_obv_Marcus Aurelius.jpg,"[77, 19, 236, 254]"
2116,Marcus Aurelius,images/2116_obv_Marcus Aurelius.jpg,"[45, 33, 240, 271]"
2117,Marcus Aurelius,images/2117_obv_Marcus Aurelius.jpg,"[73.684326171875, 34.85861587524414, 254.20811462402344, 281.4997253417969]"
2118,Marcus Aurelius,images/2118_obv_Marcus Aurelius.jpg,"[4.4468159675598145, 32.69496536254883, 235.71755981445312, 292.7575378417969]"
2119,Marcus Aurelius,images/2119_obv_Marcus Aurelius.jpg,"[66, 17, 234, 274]"
2120,Marcus Aurelius,images/2120_obv_Marcus Aurelius.jpg,"[77.58378601074219, 36.744171142578125, 260.63751220703125, 282.32183837890625]"
2121,Marcus Aurelius,images/2121_obv_Marcus Aurelius.jpg,"[72, 34, 244, 273]"
2122,Marcus Aurelius,images/2122_obv_Marcus Aurelius.jpg,"[78, 39, 240, 269]"
2123,Marcus Aurelius,images/2123_obv_Marcus Aurelius.jpg,"[68, 20, 217, 251]"
2124,Marcus Aurelius,images/2124_obv_Marcus Aurelius.jpg,"[68.28916931152344, 36.06327819824219, 252.96104431152344, 286.7939758300781]"
2125,Marcus Aurelius,images/2125_obv_Marcus Aurelius.jpg,"[93, 39, 231, 272]"
2126,Marcus Aurelius,images/2126_obv_Marcus Aurelius.jpg,"[59, 26, 232, 277]"
2127,Marcus Aurelius,images/2127_obv_Marcus Aurelius.jpg,"[71, 40, 233, 249]"
2128,Marcus Aurelius,images/2128_obv_Marcus Aurelius.jpg,"[68, 60, 224, 278]"
2129,Marcus Aurelius,images/2129_obv_Marcus Aurelius.jpg,"[49, 32, 252, 264]"
2130,Marcus Aurelius,images/2130_obv_Marcus Aurelius.jpg,"[55.538719177246094, 14.411114692687988, 273.9529113769531, 264.4103088378906]"
2131,Marcus Aurelius,images/2131_obv_Marcus Aurelius.jpg,"[44.4892463684082, 2.4410245418548584, 258.7569885253906, 261.58978271484375]"
2132,Marcus Aurelius,images/2132_obv_Marcus Aurelius.jpg,"[82, 31, 253, 283]"
2133,Marcus Aurelius,images/2133_obv_Marcus Aurelius.jpg,"[59, 35, 226, 277]"
2134,Marcus Aurelius,images/2134_obv_Marcus Aurelius.jpg,"[48, 29, 226, 218]"
2135,Marcus Aurelius,images/2135_obv_Marcus Aurelius.jpg,"[76.52935791015625, 10.598801612854004, 277.9140319824219, 266.8651428222656]"
2136,Marcus Aurelius,images/2136_obv_Marcus Aurelius.jpg,"[70, 10, 235, 254]"
2137,Marcus Aurelius,images/2137_obv_Marcus Aurelius.jpg,"[86, 40, 235, 289]"
2138,Marcus Aurelius,images/2138_obv_Marcus Aurelius.jpg,"[89, 36, 242, 275]"
2139,Marcus Aurelius,images/2139_obv_Marcus Aurelius.jpg,"[60, 42, 224, 258]"
2140,Octavian,images/2140_obv_Agrippa__Octavian.jpg,"[49, 62, 254, 248]"
2141,Octavian,images/2141_obv_M. Aemilius Lepidus__Octavian.jpg,"[101, 94, 230, 292]"
2142,Octavian,images/2142_obv_Mark Antony__Octavian.jpg,"[69, 48, 234, 258]"
2143,Octavian,images/2143_obv_Octavian.jpg,"[73, 35, 200, 260]"
2144,Octavian,images/2144_obv_Octavian.jpg,"[72, 30, 205, 253]"
2145,Octavian,images/2145_obv_Octavian.jpg,"[57, 59, 214, 243]"
2146,Octavian,images/2146_obv_Octavian.jpg,"[74, 37, 202, 240]"
2147,Octavian,images/2147_obv_Mark Antony__Octavian.jpg,"[119, 80, 275, 277]"
2148,Octavian,images/2148_obv_Mark Antony__Octavian.jpg,"[48, 77, 220, 283]"
2149,Octavian,images/2149_obv_Mark Antony__Octavian.jpg,"[98, 46, 237, 233]"
2150,Octavian,images/2150_obv_Octavian__Mark Antony.jpg,"[77.27471160888672, 60.497154235839844, 238.21522521972656, 261.5047302246094]"
2151,Octavian,images/2151_obv_Octavian.jpg,"[83, 47, 228, 279]"
2152,Octavian,images/2152_obv_Julius Caesar__Octavian.jpg,"[29, 74, 243, 231]"
2153,Octavian,images/2153_obv_Octavian.jpg,"[77, 25, 224, 267]"
2154,Octavian,images/2154_obv_Octavian__Julius Caesar.jpg,"[82, 40, 247, 258]"
2155,Octavian,images/2155_obv_Octavian__Julius Caesar.jpg,"[60, 43, 254, 273]"
2156,Octavian,images/2156_obv_Octavian__Julius Caesar.jpg,"[70, 29, 242, 239]"
2157,Octavian,images/2157_obv_Octavian__Julius Caesar.jpg,"[73, 20, 242, 266]"
2158,Octavian,images/2158_obv_Octavian.jpg,"[115, 28, 262, 240]"
2159,Octavian,images/2159_obv_Octavian.jpg,"[81, 47, 235, 287]"
2160,Octavian,images/2160_obv_Mark Antony__Octavian.jpg,"[69, 60, 234, 265]"
2161,Octavian,images/2161_obv_Octavian__Julius Caesar.jpg,"[22.966108322143555, 28.5269718170166, 259.55181884765625, 286.62762451171875]"
2162,Octavian,images/2162_obv_Octavian.jpg,"[21, 65, 240, 235]"
2163,Octavian,images/2163_obv_Octavian__Julius Caesar.jpg,"[60, 31, 223, 268]"
2164,Octavian,images/2164_obv_Octavian__Julius Caesar.jpg,"[95, 18, 272, 244]"
2165,Octavian,images/2165_obv_Mark Antony__Octavian.jpg,"[51, 71, 204, 281]"
2166,Octavian,images/2166_obv_Octavian.jpg,"[51.81169128417969, 58.50527572631836, 249.45863342285156, 287.3962097167969]"
2167,Octavian,images/2167_obv_Octavian__M. Aemilius Lepidus__Mark Antony.jpg,"[55.27195739746094, 67.17695617675781, 242.7763214111328, 278.7904052734375]"
2168,Octavian,images/2168_obv_Octavian__Victory.jpg,"[96, 34, 235, 264]"
2169,Octavian,images/2169_obv_Octavian.jpg,"[102, 55, 225, 255]"
2170,Octavian,images/2170_obv_Octavian.jpg,"[103.33333587646484, 82.74667358398438, 251.60023498535156, 286.3700256347656]"
2171,Octavian,images/2171_obv_Octavian.jpg,"[102, 50, 229, 230]"
2172,Octavian,images/2172_obv_Octavian__Julius Caesar.jpg,"[69, 33, 255, 277]"
2173,Octavian,images/2173_obv_Octavian.jpg,"[75, 41, 240, 277]"
2174,Octavian,images/2174_obv_Octavian.jpg,"[74, 52, 228, 265]"
2175,Octavian,images/2175_obv_Octavian.jpg,"[59, 90, 202, 283]"
2176,Octavian,images/2176_obv_Octavian__Julius Caesar.jpg,"[35.28304672241211, 31.479719161987305, 261.87005615234375, 288.8222961425781]"
2177,Octavian,images/2177_obv_Mark Antony__Octavian.jpg,"[97, 62, 239, 278]"
2178,Octavian,images/2178_obv_Octavian__Julius Caesar.jpg,"[100, 42, 228, 263]"
2179,Octavian,images/2179_obv_Octavian__Julius Caesar.jpg,"[32.39384460449219, 53.53221893310547, 275.5337829589844, 292.7460632324219]"
2180,Octavian,images/2180_obv_Mark Antony__Octavian.jpg,"[73.816650390625, 80.95181274414062, 271.5574645996094, 285.12628173828125]"
2181,Octavian,images/2181_obv_Octavian.jpg,"[97, 46, 234, 281]"
2182,Octavian,images/2182_obv_Octavian.jpg,"[31.46970558166504, 15.09673023223877, 266.5196228027344, 276.7318115234375]"
2183,Octavian,images/2183_obv_Octavian.jpg,"[87, 31, 236, 283]"
2184,Octavian,images/2184_obv_Octavian__Julius Caesar.jpg,"[26.41273307800293, 29.936054229736328, 264.9909973144531, 300.0]"
2185,Octavian,images/2185_obv_Octavian__Mars.jpg,"[115, 62, 234, 232]"
2186,Octavian,images/2186_obv_Octavian.jpg,"[100, 60, 241, 286]"
2187,Octavian,images/2187_obv_Octavian.jpg,"[111, 28, 249, 247]"
2188,Octavian,images/2188_obv_Octavian.jpg,"[110, 52, 235, 279]"
2189,Octavian,images/2189_obv_M. Aemilius Lepidus__Octavian.jpg,"[45.68818664550781, 76.16180419921875, 272.5380554199219, 294.9775695800781]"
2190,Octavian,images/2190_obv_Octavian__Mark Antony.jpg,"[83, 59, 222, 255]"
2191,Octavian,images/2191_obv_Octavian__Julius Caesar.jpg,"[82, 48, 218, 233]"
2192,Octavian,images/2192_obv_Octavian.jpg,"[88, 70, 222, 261]"
2193,Octavian,images/2193_obv_Octavian__Fortuna__Victory.jpg,"[85, 34, 249, 248]"
2194,Octavian,images/2194_obv_Mark Antony__Octavian.jpg,"[56, 37, 233, 263]"
2195,Octavian,images/2195_obv_Octavian.jpg,"[82, 33, 256, 259]"
2196,Octavian,images/2196_obv_Octavian.jpg,"[75, 70, 250, 296]"
2197,Octavian,images/2197_obv_Octavian.jpg,"[77, 32, 237, 268]"
2198,Octavian,images/2198_obv_Octavian.jpg,"[59, 11, 224, 276]"
2199,Octavian,images/2199_obv_Octavian.jpg,"[86, 6, 235, 235]"
2200,Octavian,images/2200_obv_Octavian.jpg,"[93, 79, 253, 288]"
2201,Octavian,images/2201_obv_Octavian.jpg,"[85, 56, 269, 269]"
2202,Octavian,images/2202_obv_Octavian.jpg,"[89, 40, 244, 281]"
2203,Octavian,images/2203_obv_Octavian.jpg,"[62, 47, 217, 261]"
2204,Octavian,images/2204_obv_Octavian.jpg,"[75, 48, 263, 256]"
2205,Octavian,images/2205_obv_Octavian.jpg,"[56, 35, 228, 231]"
2206,Octavian,images/2206_obv_Octavian.jpg,"[84, 33, 234, 256]"
2207,Octavian,images/2207_obv_Octavian.jpg,"[75, 35, 227, 255]"
2208,Octavian,images/2208_obv_Octavian.jpg,"[87, 11, 233, 270]"
2209,Octavian,images/2209_obv_Octavian.jpg,"[64, 59, 236, 277]"
2210,Octavian,images/2210_obv_Octavian.jpg,"[97, 38, 246, 283]"
2211,Octavian,images/2211_obv_Octavian.jpg,"[104, 67, 257, 273]"
2212,Octavian,images/2212_obv_Octavian.jpg,"[67, 25, 227, 253]"
2213,Octavian,images/2213_obv_Octavian.jpg,"[86, 82, 260, 287]"
2214,Octavian,images/2214_obv_Octavian.jpg,"[75, 32, 234, 287]"
2215,Octavian,images/2215_obv_Octavian.jpg,"[29, 28, 226, 275]"
2216,Octavian,images/2216_obv_Octavian.jpg,"[31, 36, 268, 247]"
2217,Octavian,images/2217_obv_Octavian.jpg,"[60, 28, 243, 270]"
2218,Octavian,images/2218_obv_Octavian.jpg,"[71, 46, 250, 290]"
2219,Octavian,images/2219_obv_Octavian.jpg,"[56, 27, 231, 260]"
2220,Octavian,images/2220_obv_Octavian.jpg,"[74, 16, 233, 272]"
2221,Octavian,images/2221_obv_Octavian.jpg,"[108, 41, 245, 272]"
2222,Octavian,images/2222_obv_Octavian.jpg,"[93, 44, 260, 285]"
2223,Octavian,images/2223_obv_Octavian.jpg,"[90, 52, 246, 277]"
2224,Octavian,images/2224_obv_Octavian.jpg,"[91, 40, 260, 286]"
2225,Octavian,images/2225_obv_Octavian.jpg,"[59, 24, 228, 269]"
2226,Octavian,images/2226_obv_Octavian.jpg,"[96, 10, 257, 266]"
2227,Octavian,images/2227_obv_Octavian.jpg,"[45, 43, 245, 270]"
2228,Octavian,images/2228_obv_Octavian.jpg,"[74, 47, 238, 273]"
2229,Octavian,images/2229_obv_Octavian.jpg,"[40, 25, 201, 244]"
2230,Octavian,images/2230_obv_Octavian.jpg,"[76, 29, 243, 277]"
2231,Octavian,images/2231_obv_Octavian.jpg,"[75, 48, 236, 282]"
2232,Octavian,images/2232_obv_Octavian.jpg,"[81, 47, 248, 277]"
2233,Octavian,images/2233_obv_Octavian.jpg,"[77, 26, 253, 293]"
2234,Octavian,images/2234_obv_Octavian.jpg,"[77, 31, 246, 272]"
2235,Octavian,images/2235_obv_Augustus__Octavian.jpg,"[65, 38, 251, 269]"
2236,Octavian,images/2236_obv_Octavian.jpg,"[72, 53, 238, 286]"
2237,Octavian,images/2237_obv_Octavian.jpg,"[53, 31, 227, 276]"
2238,Octavian,images/2238_obv_Octavian.jpg,"[109, 45, 238, 262]"
2239,Octavian,images/2239_obv_Octavian.jpg,"[80, 12, 222, 248]"
2240,Octavian,images/2240_obv_Octavian.jpg,"[69, 87, 221, 286]"
2241,Octavian,images/2241_obv_Octavian.jpg,"[80, 30, 245, 271]"
2242,Octavian,images/2242_obv_Octavian.jpg,"[55, 53, 234, 280]"
2243,Octavian,images/2243_obv_Octavian.jpg,"[71, 34, 237, 278]"
2244,Octavian,images/2244_obv_Octavian.jpg,"[59, 34, 219, 265]"
2245,Octavian,images/2245_obv_Octavian.jpg,"[72, 37, 250, 290]"
2246,Octavian,images/2246_obv_Octavian.jpg,"[69, 60, 229, 264]"
2247,Octavian,images/2247_obv_Octavian.jpg,"[46, 25, 281, 252]"
2248,Octavian,images/2248_obv_Octavian.jpg,"[115, 57, 259, 275]"
2249,Octavian,images/2249_obv_Octavian.jpg,"[60, 34, 242, 279]"
2250,Octavian,images/2250_obv_Octavian.jpg,"[100, 25, 249, 271]"
2251,Octavian,images/2251_obv_Octavian.jpg,"[77, 10, 251, 281]"
2252,Octavian,images/2252_obv_Octavian.jpg,"[101, 60, 252, 289]"
2253,Octavian,images/2253_obv_Octavian.jpg,"[95, 2, 260, 238]"
2254,Octavian,images/2254_obv_Octavian.jpg,"[68, 46, 235, 293]"
2255,Octavian,images/2255_obv_Octavian.jpg,"[93, 29, 234, 277]"
2256,Octavian,images/2256_obv_Octavian.jpg,"[84.01396942138672, 37.15547180175781, 290.83123779296875, 288.8644104003906]"
2257,Octavian,images/2257_obv_Octavian.jpg,"[39, 16, 198, 234]"
2258,Octavian,images/2258_obv_Octavian.jpg,"[74, 33, 246, 271]"
2259,Octavian,images/2259_obv_Octavian.jpg,"[65, 42, 222, 284]"
2260,Octavian,images/2260_obv_Octavian.jpg,"[61, 42, 241, 288]"
2261,Octavian,images/2261_obv_Octavian.jpg,"[71, 45, 245, 279]"
2262,Octavian,images/2262_obv_Octavian.jpg,"[91, 28, 244, 252]"
2263,Octavian,images/2263_obv_Octavian.jpg,"[105, 51, 265, 285]"
2264,Octavian,images/2264_obv_Octavian.jpg,"[81, 57, 258, 286]"
2265,Octavian,images/2265_obv_Octavian.jpg,"[76, 55, 243, 280]"
2266,Octavian,images/2266_obv_Octavian.jpg,"[103, 62, 276, 280]"
2267,Octavian,images/2267_obv_Octavian.jpg,"[83, 18, 239, 295]"
2268,Octavian,images/2268_obv_Octavian.jpg,"[74, 32, 268, 275]"
2269,Octavian,images/2269_obv_Octavian.jpg,"[49, 31, 220, 282]"
2270,Octavian,images/2270_obv_Octavian.jpg,"[68, 59, 227, 287]"
2271,Octavian,images/2271_obv_Octavian.jpg,"[86, 34, 232, 284]"
2272,Octavian,images/2272_obv_Octavian.jpg,"[72, 25, 261, 264]"
2273,Octavian,images/2273_obv_Octavian.jpg,"[67, 34, 240, 280]"
2274,Octavian,images/2274_obv_Octavian.jpg,"[72, 42, 249, 286]"
2275,Octavian,images/2275_obv_Octavian.jpg,"[64, 51, 243, 252]"
2276,Octavian,images/2276_obv_Octavian.jpg,"[67, 32, 264, 274]"
2277,Octavian,images/2277_obv_Octavian.jpg,"[93, 28, 262, 274]"
2278,Octavian,images/2278_obv_Octavian.jpg,"[0.0, 24.458139419555664, 216.1607666015625, 298.2642517089844]"
2279,Octavian,images/2279_obv_Octavian.jpg,"[89, 70, 234, 259]"
2280,Octavian,images/2280_obv_Octavian.jpg,"[37, 40, 208, 264]"
2281,Octavian,images/2281_obv_Octavian.jpg,"[86, 54, 243, 248]"
2282,Octavian,images/2282_obv_Octavian.jpg,"[75, 36, 247, 271]"
2283,Octavian,images/2283_obv_Octavian.jpg,"[72, 34, 223, 279]"
2284,Octavian,images/2284_obv_Octavian.jpg,"[80, 31, 242, 263]"
2285,Octavian,images/2285_obv_Octavian.jpg,"[58, 47, 229, 266]"
2286,Octavian,images/2286_obv_Octavian.jpg,"[92, 55, 243, 297]"
2287,Septimius Severus,images/2287_obv_Septimius Severus.jpg,"[54, 54, 224, 264]"
2288,Septimius Severus,images/2288_obv_Septimius Severus.jpg,"[76, 49, 222, 251]"
2289,Septimius Severus,images/2289_obv_Septimius Severus__Caracalla__Geta.jpg,"[77, 34, 245, 275]"
2290,Septimius Severus,images/2290_obv_Septimius Severus__Julia Domna__Caracalla__Geta.jpg,"[79, 65, 200, 237]"
2291,Septimius Severus,images/2291_obv_Septimius Severus.jpg,"[46, 37, 220, 271]"
2292,Septimius Severus,images/2292_obv_Septimius Severus.jpg,"[78, 40, 240, 272]"
2293,Septimius Severus,images/2293_obv_Septimius Severus.jpg,"[49, 57, 246, 272]"
2294,Septimius Severus,images/2294_obv_Septimius Severus.jpg,"[47.87215042114258, 26.981475830078125, 253.75143432617188, 291.9145202636719]"
2295,Septimius Severus,images/2295_obv_Septimius Severus.jpg,"[15.651103019714355, 50.10715103149414, 246.1812744140625, 294.35101318359375]"
2296,Septimius Severus,images/2296_obv_Septimius Severus.jpg,"[81, 21, 244, 261]"
2297,Septimius Severus,images/2297_obv_Septimius Severus.jpg,"[34.04038619995117, 53.91522979736328, 243.13262939453125, 297.75469970703125]"
2298,Septimius Severus,images/2298_obv_Septimius Severus.jpg,"[62, 61, 214, 233]"
2299,Septimius Severus,images/2299_obv_Septimius Severus.jpg,"[74, 30, 237, 255]"
2300,Septimius Severus,images/2300_obv_Septimius Severus.jpg,"[74.99890899658203, 33.4810905456543, 267.1313781738281, 290.5704650878906]"
2301,Septimius Severus,images/2301_obv_Septimius Severus.jpg,"[72, 38, 243, 256]"
2302,Septimius Severus,images/2302_obv_Septimius Severus.jpg,"[91.0090560913086, 41.4956169128418, 268.23797607421875, 274.6073303222656]"
2303,Septimius Severus,images/2303_obv_Septimius Severus.jpg,"[37, 77, 227, 274]"
2304,Septimius Severus,images/2304_obv_Septimius Severus.jpg,"[78, 59, 234, 268]"
2305,Septimius Severus,images/2305_obv_Septimius Severus.jpg,"[47, 56, 232, 280]"
2306,Septimius Severus,images/2306_obv_Septimius Severus.jpg,"[81, 59, 245, 264]"
2307,Septimius Severus,images/2307_obv_Septimius Severus.jpg,"[119.60271453857422, 30.81264305114746, 259.38348388671875, 280.0674743652344]"
2308,Septimius Severus,images/2308_obv_Septimius Severus.jpg,"[92.88999938964844, 37.250030517578125, 244.381103515625, 257.1823425292969]"
2309,Septimius Severus,images/2309_obv_Septimius Severus.jpg,"[86, 47, 246, 259]"
2310,Septimius Severus,images/2310_obv_Septimius Severus.jpg,"[115.87393951416016, 50.039947509765625, 257.0853271484375, 268.7296142578125]"
2311,Septimius Severus,images/2311_obv_Septimius Severus.jpg,"[84.9078369140625, 66.96495056152344, 212.43528747558594, 296.5783386230469]"
2312,Septimius Severus,images/2312_obv_Septimius Severus.jpg,"[82, 30, 241, 242]"
2313,Septimius Severus,images/2313_obv_Septimius Severus.jpg,"[61.399234771728516, 35.424495697021484, 262.8607482910156, 300.0]"
2314,Septimius Severus,images/2314_obv_Septimius Severus.jpg,"[61, 54, 238, 268]"
2315,Septimius Severus,images/2315_obv_Septimius Severus.jpg,"[35.754940032958984, 38.42158889770508, 260.3952331542969, 286.2864074707031]"
2316,Septimius Severus,images/2316_obv_Septimius Severus.jpg,"[74, 55, 232, 260]"
2317,Septimius Severus,images/2317_obv_Septimius Severus.jpg,"[80, 47, 234, 251]"
2318,Septimius Severus,images/2318_obv_Septimius Severus.jpg,"[95.19384002685547, 54.8453483581543, 243.82791137695312, 283.86578369140625]"
2319,Septimius Severus,images/2319_obv_Septimius Severus.jpg,"[68, 50, 217, 265]"
2320,Septimius Severus,images/2320_obv_Septimius Severus.jpg,"[86, 56, 231, 242]"
2321,Septimius Severus,images/2321_obv_Septimius Severus.jpg,"[71, 67, 238, 267]"
2322,Septimius Severus,images/2322_obv_Septimius Severus.jpg,"[78, 35, 230, 280]"
2323,Septimius Severus,images/2323_obv_Septimius Severus.jpg,"[81, 46, 217, 236]"
2324,Septimius Severus,images/2324_obv_Septimius Severus.jpg,"[121.99829864501953, 49.521270751953125, 248.9737548828125, 255.0483856201172]"
2325,Septimius Severus,images/2325_obv_Septimius Severus.jpg,"[62, 58, 224, 259]"
2326,Septimius Severus,images/2326_obv_Septimius Severus.jpg,"[76, 63, 216, 236]"
2327,Septimius Severus,images/2327_obv_Septimius Severus.jpg,"[76, 48, 223, 260]"
2328,Septimius Severus,images/2328_obv_Septimius Severus.jpg,"[81, 51, 231, 256]"
2329,Septimius Severus,images/2329_obv_Septimius Severus.jpg,"[24, 40, 209, 273]"
2330,Septimius Severus,images/2330_obv_Septimius Severus.jpg,"[36, 37, 275, 246]"
2331,Septimius Severus,images/2331_obv_Septimius Severus.jpg,"[69, 50, 220, 263]"
2332,Septimius Severus,images/2332_obv_Septimius Severus.jpg,"[80.56272888183594, 5.4859538078308105, 254.9234161376953, 267.2809143066406]"
2333,Septimius Severus,images/2333_obv_Septimius Severus.jpg,"[84, 28, 249, 253]"
2334,Septimius Severus,images/2334_obv_Septimius Severus.jpg,"[84, 21, 233, 242]"
2335,Septimius Severus,images/2335_obv_Septimius Severus.jpg,"[87, 30, 254, 259]"
2336,Septimius Severus,images/2336_obv_Septimius Severus.jpg,"[69, 31, 237, 262]"
2337,Septimius Severus,images/2337_obv_Septimius Severus.jpg,"[43, 14, 212, 259]"
2338,Septimius Severus,images/2338_obv_Septimius Severus.jpg,"[67, 32, 223, 259]"
2339,Septimius Severus,images/2339_obv_Septimius Severus.jpg,"[39, 9, 234, 279]"
2340,Septimius Severus,images/2340_obv_Septimius Severus.jpg,"[61, 31, 230, 253]"
2341,Septimius Severus,images/2341_obv_Septimius Severus.jpg,"[67, 19, 256, 252]"
2342,Septimius Severus,images/2342_obv_Septimius Severus.jpg,"[46, 18, 236, 247]"
2343,Septimius Severus,images/2343_obv_Septimius Severus.jpg,"[75, 15, 244, 248]"
2344,Septimius Severus,images/2344_obv_Septimius Severus.jpg,"[84, 38, 244, 271]"
2345,Septimius Severus,images/2345_obv_Septimius Severus.jpg,"[77, 29, 242, 260]"
2346,Septimius Severus,images/2346_obv_Septimius Severus.jpg,"[53, 23, 238, 278]"
2347,Septimius Severus,images/2347_obv_Septimius Severus.jpg,"[82, 30, 248, 258]"
2348,Septimius Severus,images/2348_obv_Septimius Severus.jpg,"[68.10604095458984, 25.42422103881836, 282.5568542480469, 293.9112243652344]"
2349,Septimius Severus,images/2349_obv_Septimius Severus.jpg,"[101.09034729003906, 39.30970764160156, 260.357666015625, 281.77264404296875]"
2350,Septimius Severus,images/2350_obv_Septimius Severus.jpg,"[77, 28, 235, 249]"
2351,Septimius Severus,images/2351_obv_Septimius Severus.jpg,"[75, 29, 252, 287]"
2352,Septimius Severus,images/2352_obv_Septimius Severus.jpg,"[46.785274505615234, 29.2062931060791, 290.1031494140625, 273.9023742675781]"
2353,Septimius Severus,images/2353_obv_Septimius Severus.jpg,"[69, 25, 230, 272]"
